"UNITID","OFCODE","#BDRM","#BATHS","AREA","LOCN","STADR","DESC1","DESC2","DESC3","DESC4","DESC5","DESC6","DESC7","GRADE","SOFABD","MAXOCP","FIREPL","PARKSP","BARBCU","WSHDRY","SECDEP","2DA_T1","XDA_T1","WEK_T1","MIN_T1","2DA_T2","XDA_T2","WEK_T2","MIN_T2","2DA_T3","XDA_T3","WEK_T3","MIN_T3","2DA_T4","XDA_T4","WEK_T4","MIN_T4","2DA_T5","XDA_T5","WEK_T5","MIN_T5","2DA_T6","XDA_T6","WEK_T6","MIN_T6","BR1BED","BR2BED","BR3BED","BR4BED","BR5BED","BR6BED","BR1LOC","BR2LOC","BR3LOC","BR4LOC","BR5LOC","BR6LOC","BR1TV","BR2TV","BR3TV","BR4TV","BR5TV","BR6TV","VIRTOUR","INTCMT1","INTCMT2","INTCMT3","WWWCMT","GSTCMT","UNTTYPE","DATEADD","DATECHG","COMMISN","RSRVAMT","MNTHFEE","CLENCRG","CLENFEE","GRSRENT","NETRENT","OWNREXP","RENTDAY","OWNRDAY","FRNDDAY","OMNTDAY","MANTDAY","CLUBDAY","GESTDAY","BLOCKDT","BFYACCT","BFYPHON","LATITUD","LONGTUD"
"CO H1407","SSO","5","4.1","4100","CO","807 BOULDER MOUNTAIN RD","HTUB","PTBL","WIFI","JACZ","VIEW","NSMO","","A+","2","14","GASLOG","2D+2G","GAS","YES","450","1447","520","4047","1","1707","650","4957","1","1707","650","4957","1","1967","780","5867","1","2357","975","7232","1","3007","1300","9507","1","1K","2B","1Q","1Q","1Q","","Up  ","Down","Down","Down","Down","","DVD  ","No   ","No   ","No   ","No   ","","http://fusion.realtourvision.com/81419","807 BOULDER MOUNTAIN RD(UT)'AMAZING NEW CNSTRCTON","'REBUILT AFTER FIRE, NO TREES, AMAZING MTN VIEWS;","63'TV/LR;52'/GAME RM;NATURAL GAS BBQ;DIN/8BAR/4","Absolutely spectacular brand new construction with all the amenities for the perfect vacation! This wonderful new home has 5 bedrooms and 4 and 1/2 baths, an enormous upstairs great room with a 63' LCD/HD/TV, stereo surround sound, beautiful and huge kitchen with wonderful granite countertops, hickory floors throughout, and wireless internet access.  The master suite has a log pole king size bed, executive desk, and a private bath with jacuzzi bath tub and extra large rain shower. Downstairs on the mid level you will find all other bedrooms, a total of 3 master suites for you comfort.  Finally as you make it down to the game room you will be impressed by the enormous wetbar with full refrigerator and sink, pool table, a hot tub outside, granite counter tops with seating for 8 at the bar.  Set up as a sports bar you will find a 32' flat TV on the wall behind the bar as well as a 52' LCD/HD/TV on the wall for viewing pleasure.  Also downstairs is the pool table, comfortable sectional sofa, Playstation 2, and a gas burning fireplace. Also, you'll have air conditioning in the upstairs of the home, keeping the entire house cool throughout the hot summer months.  This home is fantastic, one of a kind, and will be perfect for the most discriminate of travelers!    Only 10 to 15 minutes from all of Lake Tahoe's attractions! VRP# 1587 ","","RENTAL  ","6/02/09","7/06/12","35","1000","0","271.00","407.00","22447.65","15838.53","4072.61","28","8","16","0","0","0","0","0","va1005","Y","38.892391","-120.035446"
"CO H1669","SSO","6","4","3210","CO","2169 MEWUK DR","HTUB","PTBL","WIFI","JACZ","NSMO","WDSY","","A ","1","16","GASLOG","2D+2G","GAS","YES","450","1615","608","4655","1","1919","760","5719","1","2049","825","6174","1","2223","912","6783","1","2679","1140","8379","1","3439","1520","11039","1","1K","2D","1Q","1K","1K","1K","Up  ","Up  ","Up  ","Down","Down","Down","Color","Color","Color","Color","No   ","Color","http://fusion.realtourvision.com/45310","2169 MEWUK DR(UT)'GRT NEW CONSTRUCTION! UPSTRS LV","RM;GAS BBQ;HTUB/UPSTRS DECK;DWNSTRS FAM RM W/FOOS","BALL;MINI AIR HOCKEY;LR W/PTBL;SAUNA;50'TV/LR","Take a look at this absolutely fabulous home with your own private hot tub, pool table, wireless internet, foosball,  steam shower, private sauna, and more!  This exceptional home can sleep 16 people with 6 bedrooms and 4 full bathrooms.  The dry sauna is located downstairs along with the family room with a foosball table and mini air hockey table.  The master suite is wonderful with a king size bed and private bath.  The private master fireplace is two-sided and opens up to the master bathroom with jacuzzi bathtub.  There is dining for 10 and 4 people can sit at the bar in the kitchen, the pool table is located upstairs in the living area of the great room for even more fun!  You'll find a hot tub and gas barbecue on the upstairs deck along with views of the woods. This home is fantastic and you will be only 15 minutes to beaches, casinos, and two premiere ski resorts!  Don't miss out on this one!VRP# 1656 ","","RENTAL  ","10/06/10","2/10/14","35","1000","0","266.00","399.00","33052.40","21180.06","1129.79","34","0","0","0","0","0","0","0","va1005","Y","38.856873","-120.037068"
"CY H0418","SSO","2","1","500","CY","1118 JUNIPER","WIFI","NBCH","NSMO","WDSY","","","","B+","0","4","GASLOG","2D","GAS","NO","100","294","80","694","1","334","100","834","1","334","100","834","1","398","132","1058","1","464","165","1289","1","574","220","1674","1","1Q","2S","","","","","Down","Loft","","","","","No   ","No   ","","","","","http://fusion.realtourvision.com/50762","1118 JUNIPER(AT)COMPLETELY RMDLD CABIN; WALK TO","BCH/3 BLKS;PURGO FLRS;ALL NEW FURN;NEW GAS STV;","LOW CEILING&PULL DWN LADDER FOR LOFT;NO DSHWSHER","Welcome yourself to Lake Tahoe in this fantastically remodeled cabin perfect for the small family or a romantic get away. The home has been completely remodeled from top to bottom with new pergo flooring, brand new appliances, new gas burning stove, new beds, and brand new funiture in 2006. The home is perfectly located just 3 blocks from the shoreline and great sandy beaches.  Also, just 1 block from the South Lake Tahoe Recreation Center where you can go swimming in the indoor pool, year round ice skating rink, and play at the outdoor playground!  Please note: The access to the loft is by a steep pull down ladder.  The ceilings in the loft are vaulted and at the highest point are only 6 feet tall. The home is located only 5 minutes to downtown casino nightlife and Heavenly Valley Ski Resort.  Don't miss the chance of a lifetime to stay in this wonderful cabin!  VRP# 005826 ","","RENTAL  ","7/04/06","3/20/14","35","500","0","89.00","134.00","3384.00","2122.60","517.84","19","3","0","10","3","0","0","3/20/14","va1005","Y","38.941091","-119.971457"
"CY H0607","SSO","2","1","914","CY","792 TAHOE ISLAND DR","HTUB","NSMO","BIKE","WDSY","PETS","","","C ","1","6","ROCK","1C+1D","GAS","YES","100","382","112","942","1","438","140","1138","1","438","140","1138","1","494","168","1334","1","578","210","1628","1","718","280","2118","1","1Q","1Q","","","","","Down","Down","","","","","DVD  ","No   ","","","","","http://fusion.realtourvision.com/18772","792 TAHOE ISLAND DR(NY)COZY TAHOE COTTAGE, CLOSE","IN;1LEV;DIN/6/BAR/4;STEREO/CD/VIDEOS/BOOKS/GAMES;","FENCD YD;HTUB;NR BIKETRLS;GAS BBQ;$200 PET DEPOST","A residential family home in a great central location near restaurants, beaches and shopping.  This cozy home features a comfortable living room, large kitchen and fenced backyard.  Relax and soak in your private hot tub on the back deck or enjoy a scenic bike ride on the paved trails only minutes away! Located only 12 minutes from skiing and casinos and minutes away from Tahoe's best beaches.  A cozy home perfect for a couple or a family vacation! Also, for a  $200.00 deposit you can bring your pet! VRP# 003454 ","Good location for skiing all the resorts around Lake Tahoe!! We had a great time!! - George Party, Feburary 2007 ","RENTAL  ","11/22/92","11/04/13","35","500","0","105.00","158.00","5834.00","3760.60","992.14","36","0","0","0","0","0","0","0","va1005","Y","38.923370","-120.009562"
"CY H0622","SSO","3","1.1","1116","CY","2522 ALMA","HTUB","PETS","NSMO","","","","","B ","0","6","FVWDST","2G+1D","CHAR","YES","100","391","116","971","1","421","145","1076","1","449","145","1174","1","507","174","1377","1","595","218","1685","1","739","290","2189","1","1K","1Q","2S","","","","Down","Down","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/40908","2522 ALMA(ST)COZY A-FRAME CHALET, PETS OK","LVGRM/HI BEAMD CIEL/WDST IN ROCK ENCLOSURE","KNTTY PINE THROUGHOUT;HTUB;PATIO;$200 PET DEPOSIT","A cozy A-Frame style chalet.  Featuring high beamed ceilings, a comfortable decor and a fireview wood stove in a rock enclosure.  In the fenced back yard you'll find your own private spa to relax and unwind in after that hard day of playing.  The central location means you're only 8 minutes from casinos, skiing and beaches. This cozy and relaxed  vacation home is also pet friendly with an additional  $200.00 refundable deposit! VRP# 103435 ","","RENTAL  ","6/23/86","7/06/12","35","500","0","106.00","159.00","5846.00","3660.70","525.00","30","12","0","0","0","0","0","0","va1005","Y","38.919594","-119.981611"
"CY H0648","SSO","3","2","1492","CY","1148 OAK AVE","HTUB","WIFI","PETS","WDSY","NSMO","NBCH","","A-","1","8","GASLOG","2D","GAS","YES","140","501","144","1221","1","573","180","1473","1","573","180","1473","1","645","216","1725","1","753","270","2103","1","933","360","2733","1","1K","1Q","1Q","","","","Down","Down","Down","","","","No   ","Color","Color","","","","http://fusion.realtourvision.com/80669","1148 OAK AVE(AT)GRT REMODEL, HTUB, WIFI, PETS OK","FRIENDLY!;$200 PET DEP;PURGO FLRS;DIN/4-BAR TBL/4;","QHAB/LR;DON'T JUDGE A BOOK BY ITS COVER!","Amazing remodeled home with all the amenties you want and the perfect location for year-round fun! You'll find a great hot tub in the backyard, an amazing remodeled bathroom with a huge soaking bathtub and double vanity, laminate floors throughout, an unbelievable kitchen with stone floors and concrete countertops! This home is just about perfect for any family plus you can bring your pet for an additional $200 refundable deposit! Also, you'll be only 5 minutes from Heavenly Ski Resort, downtown 24 hour casinos, and only a few blocks from the beach!  Amazing! Book now and don't miss out! VRP# 006582 ","","RENTAL  ","6/13/08","11/16/13","35","500","0","142.00","213.00","7028.40","4498.26","1591.62","29","7","0","0","3","0","0","0","va1005","Y","",""
"CY H0689","SSO","2","1","912","CY","869 SECRET HARBOR DR.","NSMO","WDSY","","","","","","B+","1","6","WDSTV","1G+1D","GAS","YES","100","326","88","766","1","348","110","843","1","370","110","920","1","414","132","1074","1","480","165","1305","1","590","220","1690","1","1Q","1Q1B","","","","","Down","Down","","","","","No   ","No   ","","","","","http://fusion.realtourvision.com/92550","869 SECRET HARBOR(NY)CUTE 1 STORY CABIN;HDWD FLRS","DIN 6/CLS TO 'Y' SHOPPING & RESTS;10-15 MIN TO ","CAS OR HV","A nice Tahoe rental cabin in a quiet residential  neighborhood in South Lake Tahoe!  This one story home  features hardwood Pergo floors and a lovely remodeled  kitchen.  You also have a cozy woodstove for warmth and  ambiance!  Located close to restaurants, bike trails and  only 10-15 minutes via car to either Heavenly Ski area, Lake Tahoe Beaches or the Casinos, this home will make a great  Tahoe Vacation Rental for you! VRP# 103971 ","Great house. Lake Tahoe Accommodations was very helpful and  responsive. We will be back!!! - Hom Party, Feburary 2007 ","RENTAL  ","3/17/03","7/06/12","35","500","0","100.00","150.00","3355.00","2180.75","360.40","23","0","0","0","0","0","0","0","va1005","Y","38.920309","-120.006642"
"CY H0799","SSO","2","1","700","CY","992 LAKEVIEW AVE","WIFI","NBCH","VIEW","BIKE","WDSY","NSMO","","B+","1","7","ELCTRC","4D","CHAR","YES","200","341","100","841","1","471","165","1296","1","439","149","1184","1","499","179","1394","1","637","248","1877","1","801","330","2451","1","1Q","1D1S","","","","","Down","Down","","","","","DVD  ","DVD  ","","","","","http://fusion.realtourvision.com/96894","992 LAKEVIEW AVE(AT)COMPLTE REMODEL ACROSS FROM ","EL DORADO BCH;LKVW FROM FRONT/HOUSE;WIFI;37'LCD TV","DIRECT TV;STAY 2 NTS GET 3RD NT FREE! NON HOLIDAY!","Take a look at this fabulous cabin located directly across the street from El Dorado Beach and near a boat launch!                   This beautiful home has been completely remodeled in the fall of 2007 with brand new furniture, beds, carpet and floors, 42' flat panel TV, electric fireplace, and all new cupboards and countertops in the kitchen. This wonderful property is located with perfect central access for year round fun.  You will be only 5 to 10 minutes to Heavenly Ski Resort as well as downtown casino nightlife and of course, only about 50 feet from the nearest beach that has  picnic tables, charcoal barbeques, and a grass or sandy beach.  What an amazing place to spend your next trip to lake.  Don't miss out on this one! VRP# 002725 ***Special! This house offers a stay 2 nights and get your 3rd night free! Non Holiday's only.*** ","","RENTAL  ","9/29/07","1/27/14","35","500","0","94.00","141.00","6998.70","5260.41","881.10","41","1","0","0","2","0","0","9/02/14","va1005","Y","38.944249","-119.977536"
"CY H0814","SSO","4","2","1760","CY","714 LAKEVIEW AVE","LKVW","WIFI","PETS","NBCH","BIKE","NSMO","","A-","0","8","GASLOG","2D","GAS","YES","150","597","200","1597","1","797","300","2297","1","597","200","1597","1","797","300","2297","1","947","375","2822","1","1197","500","3697","1","1Q","1H","1Q","1Q","","","Down","Down","Up  ","Up  ","","","No   ","No   ","No   ","No   ","","","http://fusion.realtourvision.com/13874","714 LAKEVIEW AVE(AT)'100 YDS TO BCH&LAKEVIEWS!","HUGE YARD;DIN/6 IN DIN RM/4 IN KIT;37'LCD/TV;HBO;","SHOWTIME/CINEMAXLGAS BBQ;$200 PET DEP;REMODELED","What a fabulous lakefront home perfect for anytime of year! This wonderful home is located just 100 yards from the Lake Tahoe shoreline with a short walk across the enormous grassy yard to a very private beach.  The house has been completely  remodeled in 2008 with all new floors, new furniture, entirely new kitchen, brand new beds and bedding, and more! Also, you can bring your dog with a $200 additional deposit. You can't beat this house for the perfect vacation.   Only 5 to 10 minutes from casinos and Heavenly Ski Resort.  The walk to the beach is only about 30 seconds! VRP# 003501 ","","RENTAL  ","12/03/08","11/06/13","35","500","0","131.00","197.00","7600.00","4690.00","94.58","24","0","0","0","0","0","0","0","va1005","Y","38.943017","-119.989865"
"CY H0820","SSO","3","2","1280","CY","2365 SKYMEADOWS","WIFI","NSMO","WDSY","","","","","B-","0","8","WDSTV","2PP","GAS","YES","100","396","116","976","1","426","145","1081","1","454","145","1179","1","512","174","1382","1","600","218","1690","1","744","290","2194","1","1K","1Q","1D2S","","","","Down","Up  ","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/88676","2365 SKYMEADOWS(TK)FAMILY CHALET NEAR MEADOW","WLK TO RIVER;WOODED VUE;KNTTY PINE/WOOD PANELING;","TILED KTCH;DNG/6;BCK DECK;HBO/DISNY CHNL;VRY QUIET","A quiet vacation house in a private neighborhood is in a beautiful setting looking out to the woods.  There is knotty pine throughout and a tiled kitchen.  You can stroll  to the meadow and river only a short distance away. Only ten minutes from skiing or casino nightlife makes this economy  home the ideal location for your next Tahoe vacation! VRP#  006311 ","","RENTAL  ","5/09/87","1/23/14","35","500","0","109.00","164.00","2234.00","1452.10","384.17","14","13","3","0","0","0","0","0","va1005","Y","38.923161","-119.995130"
"CY H0827","SSO","4","2.1","1987","CY","927 CANDLEWOOD DR","JACZ","WIFI","PETS","WDSY","BIKE","NSMO","","A ","1","8","GASLOG","2D+2G","GAS","YES","200","637","200","1637","1","737","250","1987","1","737","250","1987","1","837","300","2337","1","987","375","2862","1","1237","500","3737","1","1K","1Q","1Q","1H","","","Up  ","Up  ","Up  ","Loft","","","No   ","No   ","No   ","Color","","","http://fusion.realtourvision.com/85055","927 CANDLEWOOD DR(HW)'GORGEOUS NEW CONSTRUCTION","W/CONCRETE FLRS/HYDRO HEATING;FOOSBALL, CARD TBL","FENCED YD;DIN/8;$300 PET DEP;Q FUTON/LOFT","Fanatastic custom home with a wonderful game parlor, flat  screen TV's, and high speed wireless internet access!  This wonderful home is setup up perfectly as a vacation rental with an upstairs loft with a queen sofa sleeper and flat TV, the master suite is amazing with jacuzzi bathroom, the game parlor has foosball and a card table.  The wonderful backyard is fenced in and you will have a great location.  Just 5-10 minutes from all of Lake Tahoe's attractions! VRP# 005216 ","","RENTAL  ","11/05/11","7/06/12","35","500","0","158.00","237.00","6825.00","4416.25","1567.14","21","19","6","0","0","0","3","0","va1005","Y","38.928744","-119.987520"
"CY H0840","SSO","4","2","1470","CY","3340 PICKETT AVE","WIFI","WDSY","NBCH","NCAS","NSMO","","","B+","0","8","GASLOG","2D","GAS","YES","125","460","140","1160","1","530","175","1405","1","530","175","1405","1","600","210","1650","1","706","263","2021","1","880","350","2630","1","1Q","1Q","2S","2S","","","Down","Down","Up  ","Up  ","","","Color","No   ","Color","No   ","","","http://fusion.realtourvision.com/73456","3340 PICKETT AVE(AT)'CHARMING CABIN/ALL NEW FURN'","BAR/6;KNOTTY PINE FLRS;GRT DECKS/FRNT&BACK;FNCD YD","WALK TO BCH&REC CENTR/5 BLCKS;GAS BBQ;5MIN CAS/HEV","Adorable, charming, classic Lake Tahoe cabin located with perfect access to summer and winter activities! This cute home has been entirely furnished in the fall of 2006 with all new furniture, new beds and bedding, and new appliances in the kitchen.  After all those great features the owners finished a huge remodel with a extended living room and brand new kitchen in 2008! You'll find a 42' Flat Screen TV in the new living room with a beautiful sectional sofa, stereo surround sound, and a brand new gas burning fireplace!   Walk to beaches and the recreation center, or take a 5 minute drive to Heavenly Ski Resort and 24 hour casinos! This wonderful home will be perfect for any family any time of year! VRP# 002214 ","Thank you!! - Labella Party, February 2007 Thanks!!! - Mojtabavi Party, March 2007 ","RENTAL  ","12/12/06","10/28/13","35","500","0","120.00","180.00","8357.50","5377.25","255.78","42","0","0","0","0","0","0","0","va1005","Y","38.941173","-119.970125"
